game_id,unique_codes,transitions,codes_list
2025020678,6,15,"0641,0651,1441,1451,1541,1551"
2025020760,6,15,"1331,1441,1451,1541,1551,1560"
2025020796,6,15,"1331,1451,1460,1541,1551,1560"
2025020816,6,15,"1331,1441,1451,1541,1551,1560"
2025020849,6,15,"1441,1451,1541,1550,1551,1560"
2025020851,6,15,"1351,1451,1460,1541,1551,1560"
2025020187,6,14,"1010,1331,1441,1451,1541,1551"
2025020195,6,14,"0651,1441,1451,1541,1551,1560"
2025020214,6,14,"1441,1451,1460,1541,1551,1560"
2025020278,6,14,"0641,0651,1441,1451,1541,1551"
2025020310,6,14,"1441,1451,1541,1550,1551,1560"
2025020389,6,14,"0641,0651,1451,1541,1551,1560"
2025020390,6,14,"0651,1351,1441,1451,1541,1551"
2025020399,6,14,"1331,1441,1451,1541,1551,1560"
2025020437,6,14,"0651,1010,1441,1451,1541,1551"
2025020449,6,14,"0641,0651,1441,1451,1541,1551"
2025020490,6,14,"0641,0651,1010,1451,1541,1551"
2025020575,6,14,"0651,1341,1441,1451,1541,1551"
2025020777,6,14,"0651,1331,1441,1451,1541,1551"
2025020809,6,14,"0101,1441,1451,1541,1551,1560"
2025020837,6,14,"1331,1431,1451,1541,1551,1560"
2025020016,6,13,"0651,1351,1441,1451,1541,1551"
2025020053,6,13,"0651,1441,1451,1541,1551,1560"
2025020061,6,13,"0651,1331,1451,1541,1551,1560"
2025020098,6,13,"1441,1451,1460,1541,1551,1560"
2025020105,6,13,"0641,0651,1451,1531,1541,1551"
2025020131,6,13,"1441,1451,1460,1541,1551,1560"
2025020143,6,13,"1441,1451,1541,1550,1551,1560"
2025020218,6,13,"1331,1341,1441,1451,1541,1551"
2025020313,6,13,"0651,1451,1460,1541,1551,1560"
2025020318,6,13,"0651,1451,1460,1541,1551,1560"
2025020375,6,13,"0651,1441,1451,1541,1551,1560"
2025020439,6,13,"1441,1451,1460,1541,1551,1560"
2025020464,6,13,"1441,1451,1541,1550,1551,1560"
2025020477,6,13,"1010,1441,1451,1541,1551,1560"
2025020538,6,13,"1441,1451,1460,1541,1551,1560"
2025020595,6,13,"0651,1451,1460,1541,1551,1560"
2025020688,6,13,"0651,1451,1531,1541,1551,1560"
2025020729,6,13,"0651,1441,1451,1541,1551,1560"
2025020756,6,13,"0641,0651,1451,1541,1551,1560"
2025020764,6,13,"0651,1451,1460,1541,1551,1560"
2025020847,6,13,"0651,1441,1451,1541,1551,1560"
2025020848,6,13,"1331,1451,1460,1541,1551,1560"
2025020854,6,13,"1331,1441,1451,1541,1551,1560"
2025020234,6,12,"1441,1451,1460,1541,1551,1560"
2025020364,6,12,"0651,1331,1441,1451,1541,1551"
2025020454,6,12,"0641,0651,1441,1451,1541,1551"
2025020472,6,12,"1341,1441,1451,1541,1551,1560"
2025020533,6,12,"1331,1341,1441,1451,1541,1551"
2025020622,6,12,"0651,1451,1460,1541,1551,1560"
2025020673,6,12,"1331,1431,1441,1451,1541,1551"
2025020765,6,12,"0651,1441,1451,1541,1551,1560"
2025020123,6,11,"0641,0651,1351,1451,1541,1551"
2025020215,6,11,"0651,1441,1451,1541,1551,1560"
2025020388,6,11,"0651,1331,1451,1541,1551,1560"
2025020714,6,11,"1331,1431,1441,1451,1541,1551"
2025020162,6,10,"0641,0651,1451,1541,1551,1560"
2025020383,6,10,"0651,1441,1451,1541,1551,1560"
2025020384,6,10,"0651,1331,1451,1541,1551,1560"
2025020452,6,10,"0651,1441,1451,1541,1551,1560"
2025020461,6,10,"0651,1451,1460,1541,1551,1560"
2025020593,6,10,"0641,0651,1441,1451,1541,1551"
2025020665,6,10,"1010,1451,1460,1541,1551,1560"
2025020799,6,10,"1331,1441,1451,1541,1551,1560"
2025020821,6,10,"0101,0631,1451,1531,1541,1551"
2025020850,6,10,"1441,1451,1460,1541,1551,1560"
2025020185,6,9,"0641,0651,1331,1451,1541,1551"
2025020344,6,9,"0551,0651,1441,1451,1541,1551"
2025020088,6,8,"1441,1451,1460,1541,1551,1560"
2025020196,6,8,"0651,1441,1451,1541,1551,1560"
2025020404,6,8,"0651,1331,1441,1451,1541,1551"
2025020651,6,7,"1331,1341,1441,1451,1541,1551"
2025020817,5,25,"1331,1451,1541,1551,1560"
2025020188,5,23,"1451,1460,1541,1551,1560"
2025020096,5,22,"1451,1460,1541,1551,1560"
2025020702,5,22,"1431,1441,1451,1541,1551"
2025020407,5,21,"1351,1441,1451,1541,1551"
2025020570,5,21,"0641,0651,1451,1541,1551"
2025020583,5,21,"1441,1451,1541,1551,1560"
2025020704,5,21,"1441,1451,1541,1551,1560"
2025020712,5,21,"0651,1441,1451,1541,1551"
2025020820,5,21,"0651,1441,1451,1541,1551"
2025020272,5,20,"0651,1441,1451,1541,1551"
2025020283,5,20,"1441,1451,1541,1551,1560"
2025020352,5,20,"1451,1460,1541,1551,1560"
2025020528,5,20,"1010,1451,1541,1551,1560"
2025020745,5,20,"1441,1451,1541,1551,1560"
2025020829,5,20,"0651,1010,1451,1541,1551"
2025020024,5,19,"0651,1441,1451,1541,1551"
2025020042,5,19,"0651,1451,1541,1551,1560"
2025020068,5,19,"1451,1460,1541,1551,1560"
2025020250,5,19,"1331,1451,1541,1551,1560"
2025020438,5,19,"0651,1441,1451,1541,1551"
2025020617,5,19,"0641,0651,1451,1541,1551"
2025020009,5,18,"1441,1451,1541,1551,1560"
2025020025,5,18,"0651,1441,1451,1541,1551"
2025020097,5,18,"0651,1441,1451,1541,1551"
2025020115,5,18,"0651,1451,1541,1551,1560"
2025020117,5,18,"1441,1451,1541,1551,1560"
2025020312,5,18,"0651,1351,1451,1541,1551"
2025020347,5,18,"0651,1441,1451,1541,1551"
2025020372,5,18,"1451,1531,1541,1551,1560"
2025020432,5,18,"1331,1451,1541,1551,1560"
2025020606,5,18,"1441,1451,1541,1551,1560"
2025020660,5,18,"1451,1460,1541,1551,1560"
2025020691,5,18,"1351,1451,1531,1541,1551"
2025020741,5,18,"0641,0651,1451,1541,1551"
2025020794,5,18,"0651,1441,1451,1541,1551"
2025020804,5,18,"0651,1451,1541,1551,1560"
2025020805,5,18,"0651,1451,1541,1551,1560"
2025020005,5,17,"1351,1451,1541,1551,1560"
2025020085,5,17,"0651,1451,1541,1551,1560"
2025020110,5,17,"1331,1441,1451,1541,1551"
2025020118,5,17,"0651,1451,1531,1541,1551"
2025020159,5,17,"0641,0651,1451,1541,1551"
2025020249,5,17,"0651,1441,1451,1541,1551"
2025020262,5,17,"0651,1441,1451,1541,1551"
2025020338,5,17,"1441,1451,1541,1551,1560"
2025020393,5,17,"0651,1351,1451,1541,1551"
2025020503,5,17,"0651,1451,1531,1541,1551"
2025020530,5,17,"0651,1451,1531,1541,1551"
2025020539,5,17,"1451,1460,1541,1551,1560"
2025020833,5,17,"1441,1451,1541,1551,1560"
2025020846,5,17,"1331,1451,1541,1551,1560"
2025020030,5,16,"1331,1451,1541,1551,1560"
2025020109,5,16,"0651,1451,1541,1551,1560"
2025020129,5,16,"1351,1441,1451,1541,1551"
2025020183,5,16,"0651,1441,1451,1541,1551"
2025020206,5,16,"1451,1460,1541,1551,1560"
2025020227,5,16,"0651,1451,1541,1551,1560"
2025020243,5,16,"0651,1451,1531,1541,1551"
2025020275,5,16,"0641,0651,1451,1541,1551"
2025020328,5,16,"1351,1451,1541,1551,1560"
2025020391,5,16,"1451,1460,1541,1551,1560"
2025020402,5,16,"1451,1460,1541,1551,1560"
2025020416,5,16,"1341,1441,1451,1541,1551"
2025020425,5,16,"1451,1460,1541,1551,1560"
2025020554,5,16,"1451,1460,1541,1551,1560"
2025020568,5,16,"0651,1441,1451,1541,1551"
2025020659,5,16,"0651,1441,1451,1541,1551"
2025020676,5,16,"0651,1351,1451,1541,1551"
2025020683,5,16,"0651,1441,1451,1541,1551"
2025020707,5,16,"1451,1460,1541,1551,1560"
2025020728,5,16,"0651,1351,1451,1541,1551"
2025020812,5,16,"0651,1451,1541,1551,1560"
2025020814,5,16,"0651,1441,1451,1541,1551"
2025020045,5,15,"1441,1451,1541,1551,1560"
2025020075,5,15,"1351,1451,1541,1551,1560"
2025020136,5,15,"1441,1451,1541,1551,1560"
2025020141,5,15,"1331,1441,1451,1541,1551"
2025020151,5,15,"0651,1441,1451,1541,1551"
