game_id,unique_codes,transitions,codes_list
2025020207,5,15,"1331,1441,1451,1541,1551"
2025020239,5,15,"0651,1331,1451,1541,1551"
2025020334,5,15,"1331,1351,1451,1541,1551"
2025020340,5,15,"1331,1441,1451,1541,1551"
2025020368,5,15,"1451,1460,1541,1551,1560"
2025020392,5,15,"1441,1451,1541,1551,1560"
2025020471,5,15,"0641,0651,1451,1541,1551"
2025020487,5,15,"1451,1460,1541,1551,1560"
2025020519,5,15,"1451,1460,1541,1551,1560"
2025020542,5,15,"0651,1451,1541,1551,1560"
2025020587,5,15,"1441,1451,1541,1551,1560"
2025020666,5,15,"0651,1451,1531,1541,1551"
2025020677,5,15,"1441,1451,1541,1551,1560"
2025020731,5,15,"1331,1441,1451,1541,1551"
2025020739,5,15,"0551,0651,1451,1541,1551"
2025020759,5,15,"0651,1451,1541,1551,1560"
2025020773,5,15,"1441,1451,1541,1551,1560"
2025020774,5,15,"0651,1451,1541,1551,1560"
2025020778,5,15,"1451,1531,1541,1551,1560"
2025020004,5,14,"0651,1451,1541,1551,1560"
2025020028,5,14,"0651,1451,1541,1551,1560"
2025020048,5,14,"0651,1451,1541,1551,1560"
2025020049,5,14,"0651,1441,1451,1541,1551"
2025020063,5,14,"1331,1451,1541,1551,1560"
2025020073,5,14,"0651,1451,1541,1551,1560"
2025020125,5,14,"1451,1460,1541,1551,1560"
2025020158,5,14,"1451,1460,1541,1551,1560"
2025020160,5,14,"0641,0651,1451,1541,1551"
2025020163,5,14,"1451,1460,1541,1551,1560"
2025020182,5,14,"0651,1010,1451,1541,1551"
2025020202,5,14,"0641,0651,1451,1541,1551"
2025020265,5,14,"1451,1460,1541,1551,1560"
2025020314,5,14,"1331,1341,1451,1541,1551"
2025020315,5,14,"0641,0651,1451,1541,1551"
2025020329,5,14,"0651,1451,1541,1551,1560"
2025020395,5,14,"1441,1451,1541,1551,1560"
2025020433,5,14,"0651,1441,1451,1541,1551"
2025020597,5,14,"1441,1451,1541,1551,1560"
2025020615,5,14,"1451,1460,1541,1551,1560"
2025020637,5,14,"0651,1451,1541,1551,1560"
2025020767,5,14,"1441,1451,1541,1551,1560"
2025020810,5,14,"1441,1451,1541,1551,1560"
2025020827,5,14,"0641,0651,1451,1541,1551"
2025020836,5,14,"0651,1451,1541,1551,1560"
2025020855,5,14,"0641,0651,1451,1541,1551"
2025020102,5,13,"0641,0651,1451,1541,1551"
2025020111,5,13,"0651,1451,1541,1551,1560"
2025020174,5,13,"0641,0651,1451,1541,1551"
2025020232,5,13,"1331,1441,1451,1541,1551"
2025020297,5,13,"1441,1451,1541,1551,1560"
2025020357,5,13,"0651,1441,1451,1541,1551"
2025020381,5,13,"1331,1441,1451,1541,1551"
2025020455,5,13,"1441,1451,1541,1551,1560"
2025020482,5,13,"0651,1441,1451,1541,1551"
2025020508,5,13,"1351,1451,1541,1551,1560"
2025020516,5,13,"0651,1331,1451,1541,1551"
2025020566,5,13,"1331,1441,1451,1541,1551"
2025020573,5,13,"1441,1451,1541,1551,1560"
2025020581,5,13,"0651,1441,1451,1541,1551"
2025020590,5,13,"0651,1441,1451,1541,1551"
2025020596,5,13,"1331,1441,1451,1541,1551"
2025020598,5,13,"0651,1441,1451,1541,1551"
2025020602,5,13,"0651,1331,1451,1541,1551"
2025020626,5,13,"0651,1441,1451,1541,1551"
2025020640,5,13,"0651,1010,1451,1541,1551"
2025020684,5,13,"0651,1351,1451,1541,1551"
2025020689,5,13,"1331,1441,1451,1541,1551"
2025020753,5,13,"1331,1441,1451,1541,1551"
2025020787,5,13,"0651,1451,1531,1541,1551"
2025020835,5,13,"0651,1451,1541,1551,1560"
2025020046,5,12,"1451,1460,1541,1551,1560"
2025020052,5,12,"0651,1331,1451,1541,1551"
2025020099,5,12,"1331,1431,1451,1541,1551"
2025020104,5,12,"1331,1431,1451,1541,1551"
2025020120,5,12,"1441,1451,1541,1551,1560"
2025020130,5,12,"1451,1460,1541,1551,1560"
2025020148,5,12,"0651,1441,1541,1551,1560"
2025020165,5,12,"1451,1460,1541,1551,1560"
2025020199,5,12,"0641,0651,1451,1541,1551"
2025020230,5,12,"0651,1441,1451,1541,1551"
2025020274,5,12,"0651,1441,1451,1541,1551"
2025020296,5,12,"0641,0651,1531,1541,1551"
2025020369,5,12,"0651,1331,1451,1541,1551"
2025020462,5,12,"1451,1460,1541,1551,1560"
2025020483,5,12,"1331,1451,1541,1551,1560"
2025020495,5,12,"0651,1351,1451,1541,1551"
2025020561,5,12,"1451,1460,1541,1551,1560"
2025020612,5,12,"1351,1451,1541,1551,1560"
2025020644,5,12,"1441,1451,1541,1551,1560"
2025020697,5,12,"0101,1351,1451,1541,1551"
2025020761,5,12,"1441,1451,1541,1551,1560"
2025020843,5,12,"0651,1441,1451,1541,1551"
2025020853,5,12,"0651,1351,1451,1541,1551"
2025020139,5,11,"0651,1441,1451,1541,1551"
2025020157,5,11,"0541,1331,1441,1451,1551"
2025020222,5,11,"0651,1441,1451,1541,1551"
2025020247,5,11,"0651,1441,1451,1541,1551"
2025020267,5,11,"0651,1451,1531,1541,1551"
2025020286,5,11,"0651,1451,1541,1551,1560"
2025020304,5,11,"0551,0651,1451,1541,1551"
2025020412,5,11,"0651,1441,1451,1541,1551"
2025020441,5,11,"1331,1451,1541,1551,1560"
2025020446,5,11,"0651,1451,1541,1551,1560"
2025020453,5,11,"1010,1451,1541,1551,1560"
2025020478,5,11,"1441,1451,1541,1551,1560"
2025020560,5,11,"0551,0651,1451,1541,1551"
2025020578,5,11,"1341,1441,1451,1541,1551"
2025020600,5,11,"0651,1331,1451,1541,1551"
2025020654,5,11,"1441,1451,1541,1551,1560"
2025020687,5,11,"0651,1351,1451,1541,1551"
2025020690,5,11,"1451,1460,1541,1551,1560"
2025020692,5,11,"0651,1451,1541,1551,1560"
2025020716,5,11,"0651,1451,1541,1551,1560"
2025020746,5,11,"0651,1441,1451,1541,1551"
2025020748,5,11,"1331,1451,1541,1551,1560"
2025020757,5,11,"0651,1451,1531,1541,1551"
2025020788,5,11,"1010,1331,1451,1541,1551"
2025020198,5,10,"0651,1331,1451,1541,1551"
2025020203,5,10,"0651,1331,1451,1541,1551"
2025020210,5,10,"0651,1441,1451,1541,1551"
2025020242,5,10,"1331,1451,1541,1551,1560"
2025020324,5,10,"1331,1451,1541,1551,1560"
2025020332,5,10,"1451,1460,1541,1551,1560"
2025020354,5,10,"0651,1451,1541,1551,1560"
2025020380,5,10,"1451,1531,1541,1551,1560"
2025020413,5,10,"1451,1541,1550,1551,1560"
2025020418,5,10,"1451,1460,1541,1551,1560"
2025020610,5,10,"0651,1451,1541,1551,1560"
2025020627,5,10,"0651,1451,1541,1551,1560"
2025020685,5,10,"1451,1460,1541,1551,1560"
2025020699,5,10,"1451,1460,1541,1551,1560"
2025020721,5,10,"0641,0651,1451,1541,1551"
2025020735,5,10,"1331,1451,1541,1551,1560"
2025020743,5,10,"1451,1460,1541,1551,1560"
2025020800,5,10,"0651,1441,1451,1541,1551"
2025020845,5,10,"1441,1451,1541,1551,1560"
2025020086,5,9,"1331,1451,1531,1541,1551"
2025020260,5,9,"0651,1441,1451,1541,1551"
2025020268,5,9,"1331,1351,1451,1541,1551"
2025020281,5,9,"1331,1451,1541,1551,1560"
2025020288,5,9,"1331,1451,1531,1541,1551"
2025020317,5,9,"0651,1331,1451,1541,1551"
2025020376,5,9,"1451,1531,1541,1551,1560"
2025020485,5,9,"0651,1331,1451,1541,1551"
2025020693,5,9,"1331,1351,1451,1541,1551"
2025020752,5,9,"1451,1460,1541,1551,1560"
2025020856,5,9,"1331,1451,1541,1551,1560"
2025020181,5,8,"0651,1451,1541,1551,1560"
2025020323,5,8,"0651,1451,1541,1551,1560"
2025020377,5,8,"1441,1451,1541,1551,1560"
2025020400,5,8,"0641,0651,1451,1541,1551"
2025020458,5,8,"0541,1331,1441,1541,1551"
2025020661,5,8,"1331,1451,1541,1551,1560"
2025020140,5,7,"1331,1441,1451,1541,1551"
2025020280,5,7,"0101,1331,1451,1541,1551"
2025020305,5,7,"0651,1331,1351,1451,1551"
2025020353,5,7,"0651,1441,1451,1541,1551"
2025020450,5,7,"0651,1441,1451,1541,1551"
2025020493,5,7,"0651,1441,1451,1551,1560"
2025020725,5,7,"0551,0651,1451,1541,1551"
2025020349,5,6,"1331,1341,1451,1541,1551"
2025020378,5,6,"0651,1331,1451,1541,1551"
2025020422,5,6,"1331,1451,1541,1551,1560"
2025020625,5,6,"0651,1331,1451,1541,1551"
2025020652,5,6,"1331,1431,1451,1541,1551"
2025020428,4,24,"1451,1541,1551,1560"
2025020326,4,21,"0651,1451,1541,1551"
2025020808,4,21,"0651,1451,1541,1551"
2025020154,4,20,"0651,1451,1541,1551"
2025020089,4,19,"1451,1541,1551,1560"
2025020103,4,19,"1451,1541,1551,1560"
2025020217,4,19,"1451,1541,1551,1560"
2025020641,4,19,"1451,1460,1541,1551"
2025020514,4,18,"1451,1541,1551,1560"
2025020649,4,18,"1441,1451,1541,1551"
2025020653,4,18,"1451,1541,1551,1560"
2025020703,4,18,"1451,1541,1551,1560"
2025020054,4,17,"0651,1451,1541,1551"
2025020284,4,17,"0651,1451,1541,1551"
2025020371,4,17,"0651,1451,1541,1551"
2025020517,4,17,"1451,1541,1551,1560"
2025020650,4,17,"0651,1451,1541,1551"
2025020055,4,16,"1441,1451,1541,1551"
2025020078,4,16,"0651,1451,1541,1551"
2025020133,4,16,"0651,1451,1541,1551"
2025020244,4,16,"1451,1541,1551,1560"
2025020263,4,16,"1451,1541,1551,1560"
2025020343,4,16,"1451,1541,1551,1560"
2025020362,4,16,"1441,1451,1541,1551"
2025020534,4,16,"1451,1541,1551,1560"
2025020557,4,16,"0651,1451,1541,1551"
2025020785,4,16,"0651,1451,1541,1551"
2025020010,4,15,"1451,1541,1551,1560"
2025020070,4,15,"1451,1541,1551,1560"
2025020132,4,15,"1331,1451,1541,1551"
2025020209,4,15,"0651,1451,1541,1551"
2025020309,4,15,"1441,1451,1541,1551"
2025020410,4,15,"0651,1451,1541,1551"
2025020431,4,15,"1451,1541,1551,1560"
2025020489,4,15,"1451,1541,1551,1560"
2025020613,4,15,"1341,1451,1541,1551"
2025020839,4,15,"1441,1451,1541,1551"
2025020056,4,14,"0651,1451,1541,1551"
2025020171,4,14,"1441,1451,1541,1551"
2025020225,4,14,"1451,1541,1551,1560"
2025020270,4,14,"0651,1451,1541,1551"
2025020273,4,14,"0651,1451,1541,1551"
2025020301,4,14,"1441,1451,1541,1551"
2025020387,4,14,"0651,1451,1541,1551"
2025020405,4,14,"1441,1451,1541,1551"
2025020488,4,14,"0651,1451,1541,1551"
2025020563,4,14,"1451,1541,1551,1560"
2025020636,4,14,"1451,1541,1551,1560"
2025020730,4,14,"0651,1451,1541,1551"
2025020769,4,14,"1351,1451,1541,1551"
2025020027,4,13,"0651,1451,1541,1551"
2025020034,4,13,"1331,1451,1541,1551"
2025020037,4,13,"1331,1451,1541,1551"
2025020072,4,13,"1331,1451,1541,1551"
2025020079,4,13,"1331,1451,1541,1551"
2025020087,4,13,"1451,1541,1551,1560"
2025020122,4,13,"0651,1451,1541,1551"
2025020149,4,13,"0651,1451,1541,1551"
2025020191,4,13,"1451,1460,1551,1560"
2025020245,4,13,"1451,1541,1551,1560"
2025020414,4,13,"0651,1451,1541,1551"
2025020420,4,13,"1451,1541,1551,1560"
2025020507,4,13,"1331,1451,1541,1551"
2025020569,4,13,"1331,1451,1541,1551"
2025020576,4,13,"1451,1541,1551,1560"
2025020584,4,13,"0651,1451,1541,1551"
2025020624,4,13,"1331,1451,1541,1551"
2025020694,4,13,"1351,1451,1541,1551"
2025020801,4,13,"1331,1451,1541,1551"
2025020803,4,13,"1331,1451,1541,1551"
2025020857,4,13,"0651,1451,1541,1551"
2025020066,4,12,"1451,1541,1551,1560"
2025020173,4,12,"1451,1541,1551,1560"
2025020213,4,12,"0651,1451,1541,1551"
2025020308,4,12,"0651,1451,1541,1551"
2025020469,4,12,"0651,1451,1541,1551"
2025020476,4,12,"1451,1541,1551,1560"
2025020491,4,12,"0651,1451,1541,1551"
2025020502,4,12,"1451,1460,1541,1551"
2025020511,4,12,"1451,1541,1551,1560"
2025020513,4,12,"1451,1541,1551,1560"
2025020531,4,12,"0651,1451,1541,1551"
2025020550,4,12,"1451,1541,1551,1560"
2025020639,4,12,"1451,1541,1551,1560"
2025020643,4,12,"1451,1541,1551,1560"
2025020672,4,12,"0651,1451,1541,1551"
2025020784,4,12,"1451,1541,1551,1560"
2025020819,4,12,"1451,1541,1551,1560"
2025020858,4,12,"1451,1541,1551,1560"
2025020001,4,11,"0651,1451,1541,1551"
2025020081,4,11,"1331,1451,1541,1551"
2025020083,4,11,"0651,1451,1541,1551"
2025020093,4,11,"1451,1541,1551,1560"
2025020108,4,11,"0651,1451,1541,1551"
2025020114,4,11,"1451,1541,1551,1560"
2025020127,4,11,"1331,1451,1541,1551"
2025020184,4,11,"1331,1451,1541,1551"
2025020193,4,11,"1331,1451,1541,1551"
2025020219,4,11,"1451,1541,1551,1560"
2025020223,4,11,"1451,1541,1551,1560"
2025020258,4,11,"1331,1451,1541,1551"
2025020266,4,11,"1331,1451,1541,1551"
2025020276,4,11,"0651,1451,1541,1551"
2025020291,4,11,"0651,1451,1541,1551"
2025020307,4,11,"1331,1451,1541,1551"
2025020322,4,11,"1331,1451,1541,1551"
2025020325,4,11,"1451,1541,1551,1560"
2025020327,4,11,"1441,1451,1541,1551"
2025020350,4,11,"1451,1541,1551,1560"
2025020365,4,11,"1451,1541,1551,1560"
2025020427,4,11,"1451,1541,1551,1560"
2025020541,4,11,"1331,1451,1541,1551"
2025020543,4,11,"1451,1541,1551,1560"
2025020546,4,11,"0651,1451,1541,1551"
2025020567,4,11,"0651,1451,1541,1551"
2025020604,4,11,"0651,1451,1541,1551"
2025020667,4,11,"0651,1451,1541,1551"
2025020668,4,11,"0651,1451,1541,1551"
2025020742,4,11,"1451,1541,1551,1560"
2025020762,4,11,"1331,1451,1541,1551"
2025020807,4,11,"1451,1541,1551,1560"
2025020811,4,11,"1451,1541,1551,1560"
2025020844,4,11,"0651,1451,1541,1551"
2025020002,4,10,"1451,1541,1551,1560"
2025020067,4,10,"1451,1541,1551,1560"
2025020071,4,10,"1451,1541,1551,1560"
2025020106,4,10,"1451,1541,1551,1560"
2025020176,4,10,"1441,1451,1541,1551"
2025020216,4,10,"1451,1541,1551,1560"
2025020237,4,10,"1451,1541,1551,1560"
2025020271,4,10,"0651,1451,1541,1551"
2025020321,4,10,"1441,1451,1541,1551"
2025020356,4,10,"1351,1451,1541,1551"
2025020521,4,10,"1451,1541,1551,1560"
2025020536,4,10,"0651,1451,1541,1551"
2025020537,4,10,"0651,1451,1541,1551"
2025020552,4,10,"0651,1451,1541,1551"
2025020556,4,10,"0651,1451,1541,1551"
2025020586,4,10,"1441,1451,1541,1551"
2025020645,4,10,"1351,1451,1541,1551"
2025020695,4,10,"1441,1451,1541,1551"
2025020718,4,10,"1451,1541,1551,1560"
2025020722,4,10,"1451,1541,1551,1560"
2025020733,4,10,"1441,1451,1541,1551"
2025020737,4,10,"1451,1541,1551,1560"
2025020755,4,10,"1441,1451,1541,1551"
2025020815,4,10,"1451,1541,1551,1560"
2025020823,4,10,"1451,1541,1551,1560"
2025020059,4,9,"1441,1451,1541,1551"
2025020147,4,9,"1331,1451,1541,1551"
2025020279,4,9,"1331,1451,1541,1551"
2025020319,4,9,"1331,1451,1541,1551"
2025020367,4,9,"0651,1451,1541,1551"
2025020398,4,9,"0651,1451,1541,1551"
2025020436,4,9,"1451,1541,1551,1560"
2025020448,4,9,"0651,1451,1541,1551"
2025020520,4,9,"0651,1451,1541,1551"
2025020540,4,9,"1451,1541,1551,1560"
2025020638,4,9,"0651,1451,1541,1551"
2025020658,4,9,"0651,1331,1541,1551"
2025020682,4,9,"1441,1451,1541,1551"
2025020749,4,9,"0651,1451,1541,1551"
2025020051,4,8,"1351,1451,1551,1560"
2025020197,4,8,"0651,1451,1541,1551"
2025020200,4,8,"0651,1451,1541,1551"
2025020293,4,8,"0651,1451,1541,1551"
2025020302,4,8,"0651,1451,1541,1551"
2025020417,4,8,"0651,1451,1541,1551"
2025020486,4,8,"1451,1541,1551,1560"
2025020527,4,8,"0651,1451,1541,1551"
2025020572,4,8,"0651,1451,1541,1551"
2025020589,4,8,"0651,1451,1541,1551"
2025020710,4,8,"0651,1451,1541,1551"
2025020724,4,8,"1441,1451,1551,1560"
2025020021,4,7,"0651,1451,1541,1551"
2025020038,4,7,"1451,1541,1551,1560"
2025020107,4,7,"1331,1451,1541,1551"
2025020152,4,7,"1331,1451,1541,1551"
2025020166,4,7,"1441,1451,1541,1551"
2025020231,4,7,"1331,1451,1541,1551"
2025020269,4,7,"1331,1451,1541,1551"
2025020289,4,7,"1331,1451,1541,1551"
2025020522,4,7,"0651,1451,1541,1551"
2025020601,4,7,"1331,1451,1541,1551"
2025020634,4,7,"0651,1451,1541,1551"
2025020711,4,7,"0651,1451,1541,1551"
2025020747,4,7,"1451,1541,1551,1560"
2025020786,4,7,"1451,1541,1551,1560"
2025020789,4,7,"1331,1451,1541,1551"
2025020797,4,7,"0651,1451,1541,1551"
2025020824,4,7,"1331,1451,1541,1551"
2025020355,4,6,"0641,0651,1541,1551"
2025020379,4,6,"1441,1451,1541,1551"
2025020443,4,6,"0651,1451,1541,1551"
2025020501,4,6,"0651,1331,1541,1551"
2025020706,4,6,"0651,1451,1541,1551"
2025020763,4,6,"1451,1541,1551,1560"
2025020781,4,6,"0651,1451,1541,1551"
2025020802,4,6,"1451,1541,1551,1560"
2025020251,3,16,"1451,1541,1551"
2025020460,3,14,"1451,1541,1551"
2025020825,3,14,"1451,1541,1551"
2025020226,3,12,"1451,1541,1551"
2025020526,3,12,"1451,1541,1551"
2025020571,3,12,"1451,1541,1551"
2025020605,3,11,"0651,1541,1551"
2025020015,3,10,"1451,1541,1551"
2025020408,3,10,"1451,1541,1551"
2025020424,3,10,"1451,1541,1551"
2025020548,3,10,"1451,1541,1551"
2025020783,3,10,"1451,1541,1551"
2025020841,3,10,"0651,1451,1551"
2025020146,3,8,"1451,1541,1551"
2025020235,3,8,"1451,1541,1551"
2025020292,3,8,"1451,1541,1551"
2025020316,3,8,"1451,1541,1551"
2025020331,3,8,"1451,1541,1551"
2025020363,3,8,"1451,1541,1551"
2025020628,3,8,"1451,1541,1551"
2025020705,3,8,"1451,1541,1551"
2025020426,3,7,"1451,1541,1551"
2025020228,3,6,"1451,1541,1551"
2025020311,3,6,"1451,1541,1551"
2025020386,3,6,"0651,1451,1551"
2025020421,3,6,"1451,1541,1551"
2025020499,3,6,"1451,1541,1551"
2025020559,3,6,"0651,1541,1551"
2025020565,3,6,"1451,1551,1560"
2025020720,3,6,"1451,1541,1551"
2025020831,3,6,"1541,1551,1560"
2025020090,3,4,"0651,1541,1551"
2025020366,3,4,"0651,1451,1551"
2025020791,3,4,"1451,1541,1551"
2025020822,3,3,"1451,1551,1560"
2025020669,2,6,"1541,1551"
2025020619,2,4,"1451,1551"
2025020580,2,1,"0651,1551"
2025020828,0,0,
