eventId,sortOrder,timeInPeriod,timeRemaining,situationCode,typeCode,typeDescKey,periodDescriptor.maxRegulationPeriods,periodDescriptor.number,periodDescriptor.periodType,details.assist1PlayerId,details.assist1PlayerTotal,details.assist2PlayerId,details.assist2PlayerTotal,details.awaySOG,details.awayScore,details.blockingPlayerId,details.committedByPlayerId,details.descKey,details.discreteClip,details.discreteClipFr,details.drawnByPlayerId,details.duration,details.eventOwnerTeamId,details.goalieInNetId,details.highlightClip,details.highlightClipFr,details.highlightClipSharingUrl,details.highlightClipSharingUrlFr,details.hitteePlayerId,details.hittingPlayerId,details.homeSOG,details.homeScore,details.losingPlayerId,details.playerId,details.reason,details.scoringPlayerId,details.scoringPlayerTotal,details.secondaryReason,details.servedByPlayerId,details.shootingPlayerId,details.shotType,details.typeCode,details.winningPlayerId,details.xCoord,details.yCoord,details.zoneCode,homeTeamDefendingSide,pptReplayUrl
54,10,00:00,20:00,1551,520,period-start,3,1,REG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,
53,11,00:00,20:00,1551,502,faceoff,3,1,REG,,,,,,,,,,,,,,24,,,,,,,,,,8482740,,,,,,,,,,8475798,0,0,N,left,
63,12,00:12,19:48,1551,503,hit,3,1,REG,,,,,,,,,,,,,,24,,,,,,8480878,8475798,,,,,,,,,,,,,,96,-12,O,left,
55,13,00:14,19:46,1551,508,blocked-shot,3,1,REG,,,,,,,8482740,,,,,,,24,,,,,,,,,,,,blocked,,,,,8473986,,,,57,-9,D,left,
101,14,00:24,19:36,1551,508,blocked-shot,3,1,REG,,,,,,,8478420,,,,,,,24,,,,,,,,,,,,blocked,,,,,8473986,,,,60,1,D,left,
57,15,00:31,19:29,1551,508,blocked-shot,3,1,REG,,,,,,,8480878,,,,,,,24,,,,,,,,,,,,blocked,,,,,8475798,,,,77,-3,D,left,
69,16,00:36,19:24,1551,503,hit,3,1,REG,,,,,,,,,,,,,,24,,,,,,8480878,8484762,,,,,,,,,,,,,,96,-15,O,left,
75,26,00:56,19:04,1551,504,giveaway,3,1,REG,,,,,,,,,,,,,,24,,,,,,,,,,,8481563,,,,,,,,,,-2,0,N,left,
68,27,01:07,18:53,1551,508,blocked-shot,3,1,REG,,,,,,,8481563,,,,,,,25,,,,,,,,,,,,blocked,,,,,8482145,,,,-76,14,D,left,
83,28,01:20,18:40,1551,503,hit,3,1,REG,,,,,,,,,,,,,,24,,,,,,8480027,8481563,,,,,,,,,,,,,,32,-35,O,left,
81,34,01:43,18:17,1551,504,giveaway,3,1,REG,,,,,,,,,,,,,,24,,,,,,,,,,,8478424,,,,,,,,,,-39,-37,D,left,
8,37,01:49,18:11,1551,516,stoppage,3,1,REG,,,,,,,,,,,,,,,,,,,,,,,,,,icing,,,,,,,,,,,,left,
78,39,01:49,18:11,1551,502,faceoff,3,1,REG,,,,,,,,,,,,,,24,,,,,,,,,,8475168,,,,,,,,,,8480068,69,22,O,left,
102,40,02:12,17:48,1551,508,blocked-shot,3,1,REG,,,,,,,8480950,,,,,,,24,,,,,,,,,,,,blocked,,,,,8478424,,,,68,13,D,left,
99,41,02:19,17:41,1551,504,giveaway,3,1,REG,,,,,,,,,,,,,,25,,,,,,,,,,,8475168,,,,,,,,,,88,36,D,left,
82,42,02:19,17:41,1551,508,blocked-shot,3,1,REG,,,,,,,8473994,,,,,,,24,,,,,,,,,,,,blocked,,,,,8482803,,,,36,36,D,left,
155,49,02:31,17:29,1551,503,hit,3,1,REG,,,,,,,,,,,,,,25,,,,,,8475462,8484829,,,,,,,,,,,,,,26,-39,D,left,
160,51,02:44,17:16,1551,503,hit,3,1,REG,,,,,,,,,,,,,,25,,,,,,8485512,8484829,,,,,,,,,,,,,,-78,37,O,left,
166,53,03:01,16:59,1551,503,hit,3,1,REG,,,,,,,,,,,,,,25,,,,,,8481754,8476889,,,,,,,,,,,,,,-86,-35,O,left,
9,56,03:08,16:52,1551,516,stoppage,3,1,REG,,,,,,,,,,,,,,,,,,,,,,,,,,icing,,,,,,,,,,,,left,
94,59,03:08,16:52,1551,502,faceoff,3,1,REG,,,,,,,,,,,,,,25,,,,,,,,,,8485512,,,,,,,,,,8482740,-69,22,O,left,
10,62,03:28,16:32,1551,516,stoppage,3,1,REG,,,,,,,,,,,,,,,,,,,,,,,,,,puck-in-crowd,,,,,,,,,,,,left,
153,65,03:28,16:32,1551,502,faceoff,3,1,REG,,,,,,,,,,,,,,24,,,,,,,,,,8482740,,,,,,,,,,8475798,20,22,N,left,
12,66,03:30,16:30,1551,516,stoppage,3,1,REG,,,,,,,,,,,,,,,,,,,,,,,,,,puck-in-benches,,,,,,,,,,,,left,
158,67,03:30,16:30,1551,502,faceoff,3,1,REG,,,,,,,,,,,,,,25,,,,,,,,,,8475798,,,,,,,,,,8482740,20,22,N,left,
182,68,03:44,16:16,1551,504,giveaway,3,1,REG,,,,,,,,,,,,,,24,,,,,,,,,,,8475798,,,,,,,,,,94,-8,O,left,
11,70,03:55,16:05,1551,516,stoppage,3,1,REG,,,,,,,,,,,,,,,,,,,,,,,,,,offside,,,,,,,,,,,,left,
161,73,03:55,16:05,1551,502,faceoff,3,1,REG,,,,,,,,,,,,,,24,,,,,,,,,,8478449,,,,,,,,,,8482745,-20,22,N,left,
191,74,04:21,15:39,1551,504,giveaway,3,1,REG,,,,,,,,,,,,,,25,,,,,,,,,,,8482145,,,,,,,,,,-36,-29,O,left,
184,75,04:34,15:26,1551,503,hit,3,1,REG,,,,,,,,,,,,,,24,,,,,,8482145,8475184,,,,,,,,,,,,,,92,-27,O,left,
174,86,04:47,15:13,1551,506,shot-on-goal,3,1,REG,,,,,1,,,,,,,,,25,8480843,,,,,,,0,,,,,,,,,8475168,snap,,,-53,-12,O,left,
202,87,04:51,15:09,1551,504,giveaway,3,1,REG,,,,,,,,,,,,,,24,,,,,,,,,,,8476885,,,,,,,,,,-89,-19,D,left,
178,88,04:51,15:09,1551,507,missed-shot,3,1,REG,,,,,,,,,,,,,,25,8480843,,,,,,,,,,,wide-right,,,,,8478476,snap,,,-31,-40,O,left,
179,89,05:00,15:00,1551,506,shot-on-goal,3,1,REG,,,,,1,,,,,,,,,24,8479193,,,,,,,1,,,,,,,,,8476885,snap,,,40,-15,O,left,
13,90,05:02,14:58,1551,516,stoppage,3,1,REG,,,,,,,,,,,,,,,,,,,,,,,,,,goalie-stopped-after-sog,,,,,,,,,,,,left,
180,91,05:02,14:58,1551,502,faceoff,3,1,REG,,,,,,,,,,,,,,25,,,,,,,,,,8478424,,,,,,,,,,8475168,69,-22,D,left,
205,92,05:16,14:44,1551,504,giveaway,3,1,REG,,,,,,,,,,,,,,24,,,,,,,,,,,8478424,,,,,,,,,,-17,-8,N,left,
185,94,05:31,14:29,1551,508,blocked-shot,3,1,REG,,,,,,,8480950,,,,,,,24,,,,,,,,,,,,blocked,,,,,8477527,,,,78,8,D,left,
206,95,05:36,14:24,1551,504,giveaway,3,1,REG,,,,,,,,,,,,,,24,,,,,,,,,,,8476885,,,,,,,,,,13,38,N,left,
209,104,06:06,13:54,1551,525,takeaway,3,1,REG,,,,,,,,,,,,,,24,,,,,,,,,,,8481563,,,,,,,,,,-34,-39,D,left,
14,110,06:27,13:33,1551,516,stoppage,3,1,REG,,,,,,,,,,,,,,,,,,,,,,,,,,offside,,,tv-timeout,,,,,,,,,left,
198,113,06:27,13:33,1551,502,faceoff,3,1,REG,,,,,,,,,,,,,,25,,,,,,,,,,8475798,,,,,,,,,,8479351,-20,-22,N,left,
15,114,06:33,13:27,1551,516,stoppage,3,1,REG,,,,,,,,,,,,,,,,,,,,,,,,,,puck-in-crowd,,,,,,,,,,,,left,
207,115,06:33,13:27,1551,502,faceoff,3,1,REG,,,,,,,,,,,,,,25,,,,,,,,,,8475798,,,,,,,,,,8482740,0,0,N,left,
220,116,06:40,13:20,1551,504,giveaway,3,1,REG,,,,,,,,,,,,,,25,,,,,,,,,,,8476902,,,,,,,,,,72,-35,D,left,
17,117,06:46,13:14,1551,535,delayed-penalty,3,1,REG,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,left,
214,118,06:48,13:12,1551,509,penalty,3,1,REG,,,,,,,,8480878,tripping,,,8484762,2,25,,,,,,,,,,,,,,,,,,,MIN,,39,16,D,left,
210,122,06:48,13:12,1451,502,faceoff,3,1,REG,,,,,,,,,,,,,,25,,,,,,,,,,8482745,,,,,,,,,,8476889,69,22,D,left,
217,123,07:26,12:34,1451,507,missed-shot,3,1,REG,,,,,,,,,,,,,,24,8479193,,,,,,,,,,,wide-right,,,,,8482745,slap,,,66,-27,O,left,
223,126,07:50,12:10,1451,506,shot-on-goal,3,1,REG,,,,,2,,,,,,,,,25,8480843,,,,,,,1,,,,,,,,,8476278,wrist,,,67,38,D,left,
229,132,08:43,11:17,1451,506,shot-on-goal,3,1,REG,,,,,2,,,,,,,,,24,8479193,,,,,,,2,,,,,,,,,8475184,wrist,,,85,-5,O,left,
16,133,08:45,11:15,1451,516,stoppage,3,1,REG,,,,,,,,,,,,,,,,,,,,,,,,,,goalie-stopped-after-sog,,,,,,,,,,,,left,
230,136,08:45,11:15,1451,502,faceoff,3,1,REG,,,,,,,,,,,,,,24,,,,,,,,,,8478449,,,,,,,,,,8485512,69,-22,O,left,
235,137,08:47,11:13,1451,507,missed-shot,3,1,REG,,,,,,,,,,,,,,24,8479193,,,,,,,,,,,wide-left,,,,,8477527,tip-in,,,62,-8,O,left,
18,140,09:08,10:52,1551,516,stoppage,3,1,REG,,,,,,,,,,,,,,,,,,,,,,,,,,offside,,,,,,,,,,,,left,
237,143,09:08,10:52,1551,502,faceoff,3,1,REG,,,,,,,,,,,,,,25,,,,,,,,,,8485512,,,,,,,,,,8478449,20,22,N,left,
19,144,09:21,10:39,1551,516,stoppage,3,1,REG,,,,,,,,,,,,,,,,,,,,,,,,,,offside,,,,,,,,,,,,left,
241,146,09:21,10:39,1551,502,faceoff,3,1,REG,,,,,,,,,,,,,,24,,,,,,,,,,8478449,,,,,,,,,,8475798,-20,22,N,left,
248,147,09:28,10:32,1551,503,hit,3,1,REG,,,,,,,,,,,,,,25,,,,,,8484762,8478476,,,,,,,,,,,,,,65,-38,D,left,
255,148,09:40,10:20,1551,503,hit,3,1,REG,,,,,,,,,,,,,,25,,,,,,8484762,8480027,,,,,,,,,,,,,,19,9,N,left,
20,149,09:47,10:13,1551,516,stoppage,3,1,REG,,,,,,,,,,,,,,,,,,,,,,,,,,icing,,,,,,,,,,,,left,
244,151,09:47,10:13,1551,502,faceoff,3,1,REG,,,,,,,,,,,,,,25,,,,,,,,,,8482745,,,,,,,,,,8478449,69,22,D,left,
253,152,09:56,10:04,1551,504,giveaway,3,1,REG,,,,,,,,,,,,,,25,,,,,,,,,,,8478449,,,,,,,,,,14,34,N,left,
249,154,10:17,09:43,1551,507,missed-shot,3,1,REG,,,,,,,,,,,,,,24,8479193,,,,,,,,,,,wide-left,,,,,8476458,tip-in,,,69,4,O,left,
104,155,10:24,09:36,1551,506,shot-on-goal,3,1,REG,,,,,2,,,,,,,,,24,8479193,,,,,,,3,,,,,,,,,8482803,backhand,,,89,7,O,left,
250,156,10:26,09:34,1551,508,blocked-shot,3,1,REG,,,,,,,8475184,,,,,,,24,,,,,,,,,,,,teammate-blocked,,,,,8482745,,,,76,7,D,left,
266,159,10:41,09:19,1551,503,hit,3,1,REG,,,,,,,,,,,,,,24,,,,,,8480027,8477527,,,,,,,,,,,,,,31,-38,O,left,
267,166,10:54,09:06,1551,503,hit,3,1,REG,,,,,,,,,,,,,,24,,,,,,8476902,8477527,,,,,,,,,,,,,,96,-17,O,left,
261,167,10:59,09:01,1551,507,missed-shot,3,1,REG,,,,,,,,,,,,,,24,8479193,,,,,,,,,,,high-and-wide-right,,,,,8478424,tip-in,,,64,-14,O,left,
21,168,11:01,08:59,1551,516,stoppage,3,1,REG,,,,,,,,,,,,,,,,,,,,,,,,,,puck-in-netting,,,tv-timeout,,,,,,,,,left,
262,171,11:01,08:59,1551,502,faceoff,3,1,REG,,,,,,,,,,,,,,24,,,,,,,,,,8475168,,,,,,,,,,8478424,69,-22,O,left,
282,172,11:21,08:39,1551,503,hit,3,1,REG,,,,,,,,,,,,,,24,,,,,,8476902,8480068,,,,,,,,,,,,,,98,1,O,left,
281,173,11:24,08:36,1551,504,giveaway,3,1,REG,,,,,,,,,,,,,,24,,,,,,,,,,,8477527,,,,,,,,,,27,24,O,left,
283,174,11:27,08:33,1551,504,giveaway,3,1,REG,,,,,,,,,,,,,,25,,,,,,,,,,,8480950,,,,,,,,,,34,23,D,left,
269,177,11:32,08:28,1551,507,missed-shot,3,1,REG,,,,,,,,,,,,,,24,8479193,,,,,,,,,,,failed-bank-attempt,,,,,8480068,slap,,,86,29,O,left,
271,178,11:33,08:27,1551,506,shot-on-goal,3,1,REG,,,,,2,,,,,,,,,24,8479193,,,,,,,4,,,,,,,,,8477527,backhand,,,76,6,O,left,
22,185,11:50,08:10,1551,516,stoppage,3,1,REG,,,,,,,,,,,,,,,,,,,,,,,,,,icing,,,,,,,,,,,,left,
278,187,11:50,08:10,1551,502,faceoff,3,1,REG,,,,,,,,,,,,,,24,,,,,,,,,,8482740,,,,,,,,,,8475798,69,22,O,left,
284,188,11:52,08:08,1551,508,blocked-shot,3,1,REG,,,,,,,8473986,,,,,,,24,,,,,,,,,,,,teammate-blocked,,,,,8484762,,,,66,14,D,left,
285,189,11:58,08:02,1551,506,shot-on-goal,3,1,REG,,,,,2,,,,,,,,,24,8479193,,,,,,,5,,,,,,,,,8475798,snap,,,56,12,O,left,
356,190,12:09,07:51,1551,503,hit,3,1,REG,,,,,,,,,,,,,,25,,,,,,8475798,8475755,,,,,,,,,,,,,,98,10,D,left,
287,191,12:17,07:43,1551,506,shot-on-goal,3,1,REG,,,,,2,,,,,,,,,24,8479193,,,,,,,6,,,,,,,,,8482803,snap,,,59,24,O,left,
289,192,12:19,07:41,1551,506,shot-on-goal,3,1,REG,,,,,3,,,,,,,,,25,8480843,,,,,,,6,,,,,,,,,8481581,wrist,,,76,9,D,left,
352,198,12:37,07:23,1551,504,giveaway,3,1,REG,,,,,,,,,,,,,,25,,,,,,,,,,,8478420,,,,,,,,,,33,-36,D,left,
365,202,12:55,07:05,1551,503,hit,3,1,REG,,,,,,,,,,,,,,25,,,,,,8476885,8479351,,,,,,,,,,,,,,-84,-36,O,left,
362,203,12:58,07:02,1551,504,giveaway,3,1,REG,,,,,,,,,,,,,,24,,,,,,,,,,,8481605,,,,,,,,,,-89,36,D,left,
297,204,12:58,07:02,1551,508,blocked-shot,3,1,REG,,,,,,,8476458,,,,,,,25,,,,,,,,,,,,blocked,,,,,8476278,,,,-61,32,D,left,
353,207,13:12,06:48,1551,506,shot-on-goal,3,1,REG,,,,,4,,,,,,,,,25,8480843,,,,,,,6,,,,,,,,,8476889,tip-in,,,-31,3,O,left,
359,214,13:31,06:29,1551,506,shot-on-goal,3,1,REG,,,,,4,,,,,,,,,24,8479193,,,,,,,7,,,,,,,,,8481563,snap,,,33,-33,O,left,
23,215,13:34,06:26,1551,516,stoppage,3,1,REG,,,,,,,,,,,,,,,,,,,,,,,,,,goalie-stopped-after-sog,,,,,,,,,,,,left,
360,218,13:34,06:26,1551,502,faceoff,3,1,REG,,,,,,,,,,,,,,24,,,,,,,,,,8482145,,,,,,,,,,8485512,69,-22,O,left,
366,219,13:45,06:15,1551,508,blocked-shot,3,1,REG,,,,,,,8478476,,,,,,,24,,,,,,,,,,,,blocked,,,,,8481754,,,,68,9,D,left,
383,220,13:57,06:03,1551,503,hit,3,1,REG,,,,,,,,,,,,,,25,,,,,,8482178,8478449,,,,,,,,,,,,,,56,23,D,left,
381,222,14:06,05:54,1551,504,giveaway,3,1,REG,,,,,,,,,,,,,,24,,,,,,,,,,,8481563,,,,,,,,,,-81,19,D,left,
377,232,14:24,05:36,1551,506,shot-on-goal,3,1,REG,,,,,4,,,,,,,,,24,8479193,,,,,,,8,,,,,,,,,8475798,slap,,,64,-20,O,left,
382,233,14:33,05:27,1551,525,takeaway,3,1,REG,,,,,,,,,,,,,,24,,,,,,,,,,,8475798,,,,,,,,,,92,-2,O,left,
378,234,14:33,05:27,1551,508,blocked-shot,3,1,REG,,,,,,,8475755,,,,,,,24,,,,,,,,,,,,blocked,,,,,8484762,,,,64,-4,D,left,
24,235,14:35,05:25,1551,516,stoppage,3,1,REG,,,,,,,,,,,,,,,,,,,,,,,,,,puck-in-netting,,,tv-timeout,,,,,,,,,left,
379,237,14:35,05:25,1551,502,faceoff,3,1,REG,,,,,,,,,,,,,,24,,,,,,,,,,8475168,,,,,,,,,,8482745,69,-22,O,left,
385,238,14:39,05:21,1551,507,missed-shot,3,1,REG,,,,,,,,,,,,,,24,8479193,,,,,,,,,,,wide-left,,,,,8482745,wrist,,,72,-37,O,left,
501,239,14:44,05:16,1551,507,missed-shot,3,1,REG,,,,,,,,,,,,,,24,8479193,,,,,,,,,,,wide-right,,,,,8482803,wrist,,,68,14,O,left,
386,240,14:45,05:15,1551,507,missed-shot,3,1,REG,,,,,,,,,,,,,,24,8479193,,,,,,,,,,,wide-left,,,,,8482745,wrist,,,76,-9,O,left,
388,242,15:06,04:54,1551,506,shot-on-goal,3,1,REG,,,,,5,,,,,,,,,25,8480843,,,,,,,8,,,,,,,,,8484829,snap,,,-69,-31,O,left,
398,243,15:17,04:43,1551,503,hit,3,1,REG,,,,,,,,,,,,,,24,,,,,,8481581,8475462,,,,,,,,,,,,,,-68,-41,D,left,
400,244,15:19,04:41,1551,503,hit,3,1,REG,,,,,,,,,,,,,,24,,,,,,8475168,8482745,,,,,,,,,,,,,,-86,-31,D,left,
408,252,15:43,04:17,1551,525,takeaway,3,1,REG,,,,,,,,,,,,,,24,,,,,,,,,,,8475798,,,,,,,,,,93,20,O,left,
411,253,15:43,04:17,1551,503,hit,3,1,REG,,,,,,,,,,,,,,24,,,,,,8481581,8473986,,,,,,,,,,,,,,97,15,O,left,
410,256,15:53,04:07,1551,504,giveaway,3,1,REG,,,,,,,,,,,,,,24,,,,,,,,,,,8473986,,,,,,,,,,-68,-25,D,left,
399,257,16:14,03:46,1551,508,blocked-shot,3,1,REG,,,,,,,8481605,,,,,,,25,,,,,,,,,,,,blocked,,,,,8480878,,,,-74,10,D,left,
403,260,16:24,03:36,1551,506,shot-on-goal,3,1,REG,,,,,5,,,,,,,,,24,8479193,,,,,,,9,,,,,,,,,8473986,snap,,,63,15,O,left,
25,261,16:26,03:34,1551,516,stoppage,3,1,REG,,,,,,,,,,,,,,,,,,,,,,,,,,goalie-stopped-after-sog,,,,,,,,,,,,left,
404,264,16:26,03:34,1551,502,faceoff,3,1,REG,,,,,,,,,,,,,,24,,,,,,,,,,8476889,,,,,,,,,,8480068,69,22,O,left,
426,265,16:29,03:31,1551,503,hit,3,1,REG,,,,,,,,,,,,,,25,,,,,,8483490,8476278,,,,,,,,,,,,,,61,39,D,left,
409,266,16:32,03:28,1551,506,shot-on-goal,3,1,REG,,,,,5,,,,,,,,,24,8479193,,,,,,,10,,,,,,,,,8480068,wrap-around,,,85,3,O,left,
445,271,17:16,02:44,1551,503,hit,3,1,REG,,,,,,,,,,,,,,24,,,,,,8480950,8477527,,,,,,,,,,,,,,94,-25,O,left,
450,274,17:32,02:28,1551,503,hit,3,1,REG,,,,,,,,,,,,,,25,,,,,,8481754,8481581,,,,,,,,,,,,,,67,39,D,left,
453,275,17:35,02:25,1551,503,hit,3,1,REG,,,,,,,,,,,,,,25,,,,,,8482178,8480950,,,,,,,,,,,,,,71,-38,D,left,
456,276,17:42,02:18,1551,503,hit,3,1,REG,,,,,,,,,,,,,,24,,,,,,8482145,8481754,,,,,,,,,,,,,,19,40,N,left,
457,278,17:58,02:02,1551,503,hit,3,1,REG,,,,,,,,,,,,,,24,,,,,,8482145,8475462,,,,,,,,,,,,,,-37,-38,D,left,
423,282,18:13,01:47,1551,506,shot-on-goal,3,1,REG,,,,,6,,,,,,,,,25,8480843,,,,,,,10,,,,,,,,,8480027,snap,,,-75,-14,O,left,
459,283,18:13,01:47,1551,503,hit,3,1,REG,,,,,,,,,,,,,,24,,,,,,8481581,8475462,,,,,,,,,,,,,,-44,-40,D,left,
425,284,18:14,01:46,1551,506,shot-on-goal,3,1,REG,,,,,7,,,,,,,,,25,8480843,,,,,,,10,,,,,,,,,8480027,tip-in,,,-87,6,O,left,
430,288,18:30,01:30,1551,506,shot-on-goal,3,1,REG,,,,,7,,,,,,,,,24,8479193,,,,,,,11,,,,,,,,,8476458,snap,,,81,15,O,left,
431,289,18:35,01:25,1551,508,blocked-shot,3,1,REG,,,,,,,8481581,,,,,,,24,,,,,,,,,,,,blocked,,,,,8482745,,,,80,-12,D,left,
454,292,18:56,01:04,1551,504,giveaway,3,1,REG,,,,,,,,,,,,,,25,,,,,,,,,,,8475168,,,,,,,,,,-36,-29,O,left,
455,294,19:02,00:58,1551,504,giveaway,3,1,REG,,,,,,,,,,,,,,24,,,,,,,,,,,8476458,,,,,,,,,,45,25,O,left,
460,298,19:14,00:46,1551,503,hit,3,1,REG,,,,,,,,,,,,,,24,,,,,,8481581,8473986,,,,,,,,,,,,,,13,-37,N,left,
444,304,19:34,00:26,1551,506,shot-on-goal,3,1,REG,,,,,7,,,,,,,,,24,8479193,,,,,,,12,,,,,,,,,8483490,slap,,,31,24,O,left,
26,306,19:37,00:23,1551,516,stoppage,3,1,REG,,,,,,,,,,,,,,,,,,,,,,,,,,goalie-stopped-after-sog,,,,,,,,,,,,left,
446,308,19:37,00:23,1551,502,faceoff,3,1,REG,,,,,,,,,,,,,,24,,,,,,,,,,8482740,,,,,,,,,,8475798,69,22,O,left,
458,309,19:40,00:20,1551,504,giveaway,3,1,REG,,,,,,,,,,,,,,24,,,,,,,,,,,8483490,,,,,,,,,,43,38,O,left,
451,310,19:58,00:02,1551,508,blocked-shot,3,1,REG,,,,,,,8480950,,,,,,,24,,,,,,,,,,,,blocked,,,,,8483490,,,,67,9,D,left,
27,311,20:00,00:00,1551,521,period-end,3,1,REG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,
464,318,00:00,20:00,1551,520,period-start,3,2,REG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,
463,319,00:00,20:00,1551,502,faceoff,3,2,REG,,,,,,,,,,,,,,25,,,,,,,,,,8475798,,,,,,,,,,8479351,0,0,N,right,
32,321,00:38,19:22,1551,535,delayed-penalty,3,2,REG,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,right,
502,322,00:41,19:19,1551,508,blocked-shot,3,2,REG,,,,,,,8475798,,,,,,,25,,,,,,,,,,,,blocked,,,,,8482740,,,,79,-12,D,right,
469,323,00:43,19:17,1551,509,penalty,3,2,REG,,,,,,,,8475798,holding-the-stick,,,8476902,2,24,,,,,,,,,,,,,,,,,,,MIN,,33,-38,D,right,
466,327,00:43,19:17,1541,502,faceoff,3,2,REG,,,,,,,,,,,,,,25,,,,,,,,,,8480068,,,,,,,,,,8478449,69,22,O,right,
476,331,01:55,18:05,1541,507,missed-shot,3,2,REG,,,,,,,,,,,,,,25,8480843,,,,,,,,,,,above-crossbar,,,,,8482740,snap,,,65,-11,O,right,
478,334,02:03,17:57,1541,508,blocked-shot,3,2,REG,,,,,,,8481581,,,,,,,24,,,,,,,,,,,,blocked,,,,,8482803,,,,-54,21,D,right,
479,336,02:08,17:52,1541,506,shot-on-goal,3,2,REG,,,,,7,,,,,,,,,24,8479193,,,,,,,13,,,,,,,,,8482803,snap,,,-55,-8,O,right,
481,338,02:15,17:45,1541,507,missed-shot,3,2,REG,,,,,,,,,,,,,,25,8480843,,,,,,,,,,,wide-left,,,,,8478449,wrist,,,55,14,O,right,
485,340,02:22,17:38,0641,508,blocked-shot,3,2,REG,,,,,,,8482803,,,,,,,25,,,,,,,,,,,,blocked,,,,,8478420,,,,76,-8,D,right,
486,341,02:24,17:36,0641,508,blocked-shot,3,2,REG,,,,,,,8476885,,,,,,,25,,,,,,,,,,,,blocked,,,,,8475168,,,,81,18,D,right,
491,342,02:27,17:33,0641,509,penalty,3,2,REG,,,,,,,,,too-many-men-on-the-ice,,,,2,24,,,,,,,,,,,,,,,,8482803,,,BEN,,-8,39,N,right,
34,345,02:27,17:33,0631,516,stoppage,3,2,REG,,,,,,,,,,,,,,,,,,,,,,,,,,visitor-timeout,,,visitor-timeout,,,,,,,,,right,
488,347,02:27,17:33,1531,502,faceoff,3,2,REG,,,,,,,,,,,,,,25,,,,,,,,,,8480068,,,,,,,,,,8478449,69,22,O,right,
497,348,02:31,17:29,1531,509,penalty,3,2,REG,,,,,,,,8480027,hooking,,,8480068,2,25,,,,,,,,,,,,,,,,,,,MIN,,66,21,O,right,
494,351,02:31,17:29,1431,502,faceoff,3,2,REG,,,,,,,,,,,,,,25,,,,,,,,,,8480068,,,,,,,,,,8475168,-69,-22,D,right,
589,355,03:06,16:54,1441,504,giveaway,3,2,REG,,,,,,,,,,,,,,25,,,,,,,,,,,8478476,,,,,,,,,,-77,20,D,right,
555,356,03:09,16:51,1441,508,blocked-shot,3,2,REG,,,,,,,8478476,,,,,,,24,,,,,,,,,,,,blocked,,,,,8484762,,,,-80,0,D,right,
503,357,03:20,16:40,1441,507,missed-shot,3,2,REG,,,,,,,,,,,,,,24,8479193,,,,,,,,,,,wide-left,,,,,8484762,wrist,,,-83,-1,O,right,
35,358,03:24,16:36,1441,535,delayed-penalty,3,2,REG,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,right,
556,359,03:29,16:31,1441,507,missed-shot,3,2,REG,,,,,,,,,,,,,,24,8479193,,,,,,,,,,,wide-right,,,,,8484762,slap,,,-68,-17,O,right,
558,361,03:36,16:24,1450,505,goal,3,2,REG,8475798,11,8475462,8,,0,,,,6387695574112,6387696931112,,,24,8479193,6387697129112,6387696552112,https://nhl.com/video/dal-ana-kreider-scores-goal-against-casey-desmith-6387697129112,https://nhl.com/fr/video/dal-ana-kreider-marque-un-but-contre-casey-desmith-6387696552112,,,,1,,,,8475184,15,,,,snap,,,-54,9,O,right,https://wsr.nhle.com/sprites/20252026/2025020734/ev558.json
559,364,03:36,16:24,1441,502,faceoff,3,2,REG,,,,,,,,,,,,,,25,,,,,,,,,,8480068,,,,,,,,,,8479351,0,0,N,right,
652,365,03:52,16:08,1441,525,takeaway,3,2,REG,,,,,,,,,,,,,,24,,,,,,,,,,,8475184,,,,,,,,,,77,-31,D,right,
588,373,04:36,15:24,1551,503,hit,3,2,REG,,,,,,,,,,,,,,24,,,,,,8476902,8478424,,,,,,,,,,,,,,-41,40,O,right,
666,375,04:47,15:13,1551,525,takeaway,3,2,REG,,,,,,,,,,,,,,24,,,,,,,,,,,8485512,,,,,,,,,,9,-40,N,right,
590,378,04:53,15:07,1551,503,hit,3,2,REG,,,,,,,,,,,,,,24,,,,,,8476902,8485512,,,,,,,,,,,,,,-97,-3,O,right,
672,379,04:54,15:06,1551,504,giveaway,3,2,REG,,,,,,,,,,,,,,25,,,,,,,,,,,8476902,,,,,,,,,,-99,-4,D,right,
676,383,05:03,14:57,1551,504,giveaway,3,2,REG,,,,,,,,,,,,,,25,,,,,,,,,,,8478449,,,,,,,,,,31,-40,O,right,
596,386,05:11,14:49,1551,503,hit,3,2,REG,,,,,,,,,,,,,,24,,,,,,8475755,8484762,,,,,,,,,,,,,,-96,-10,O,right,
583,388,05:32,14:28,1551,507,missed-shot,3,2,REG,,,,,,,,,,,,,,24,8479193,,,,,,,,,,,high-and-wide-left,,,,,8482803,wrist,,,-42,-31,O,right,
